NOMBRE,PROTEINAS_DIARIAS_G,CARBOHIDRATOS_DIARIOS_G,HIDRATACION_DIARIA_L,CALORIAS_DIARIAS,PLAN_NUTRICION
DAVID KRUSE,188,355,3.5,3517,"Alta proteína, moderado carbohidrato"
MARCOS LEDESMA,140,431,3.3,3714,Alto carbohidrato para rendimiento
ÁLVARO MORATA,158,378,3.9,3619,Enfoque en recuperación muscular
ANTOINE BERNEDE,88,316,2.6,2811,"Alta proteína, moderado carbohidrato"
WILLIAM MILOVANOVIC,103,279,2.8,3192,Alto carbohidrato para rendimiento
EMANUEL AGUILERA,145,255,4.7,3294,Enfoque en recuperación muscular
HUGO LAMBOTTE,142,304,2.8,3458,"Alta proteína, moderado carbohidrato"
MATZ SELS,96,423,4.9,3736,"Alta proteína, moderado carbohidrato"
NELSON ABBEY,149,306,4.4,3966,Enfoque en recuperación muscular
JAVI GALÁN,111,412,4.9,2580,"Alta proteína, moderado carbohidrato"
MICHEL ADOPO,110,291,4.3,3135,Enfoque en recuperación muscular
MARIO BALOTELLI,81,277,4.2,2920,Plan mediterráneo adaptado
GIORGI GOCHOLEISHVILI,100,381,2.8,3773,"Alta proteína, moderado carbohidrato"
JOAQUÍN LAVEGA,89,217,4.1,3947,Equilibrado en macronutrientes
SEBASTIÁN LENTINELLY,101,245,4.5,2564,Enfoque en recuperación muscular
LAUTARO GIACCONE,84,280,3.1,3142,Plan mediterráneo adaptado
DENIS OLIVERA,154,379,2.7,3580,Alto carbohidrato para rendimiento
ISAK DYBVIK MÄÄTTÄ,106,424,4.0,3766,"Alta proteína, moderado carbohidrato"
ISAK VÅDEBU,132,337,3.2,3662,Equilibrado en macronutrientes
ADRIÁN BALBOA,102,409,3.0,2851,Enfoque en recuperación muscular
ADAM HLOZEK,180,424,4.7,2524,Plan mediterráneo adaptado
HARIS HAJRADINOVIC,149,397,4.5,2760,Alto carbohidrato para rendimiento
AÏSSA MANDI,114,247,3.9,3573,Plan mediterráneo adaptado
AGUSTÍN MULET,196,231,4.4,3044,Enfoque en recuperación muscular
ARTHUR THEATE,92,200,4.2,3017,Plan mediterráneo adaptado
SANDER SVENDSEN,133,431,4.1,3320,"Alta proteína, moderado carbohidrato"
DOMEN CRNIGOJ,89,447,4.9,3664,"Alta proteína, moderado carbohidrato"
MANU SILVA,161,311,2.7,3116,Plan mediterráneo adaptado
DENIS YAKUBA,90,374,3.5,2644,Plan mediterráneo adaptado
ALFRED CANALES,105,368,4.4,3261,"Alta proteína, moderado carbohidrato"
VALENTÍN BARCO,122,320,4.3,3851,Equilibrado en macronutrientes
RAFA SOARES,142,287,4.8,2566,Alto carbohidrato para rendimiento
MUHAMMED CHAM,109,351,3.4,3516,Enfoque en recuperación muscular
CLAUS NIYUKURI,196,390,3.0,3645,Enfoque en recuperación muscular
FARIS ABDI,136,373,4.8,3736,"Alta proteína, moderado carbohidrato"
MARTÍN PAYERO,171,326,3.8,3638,Plan mediterráneo adaptado
DAVID JENSEN,164,447,3.1,3785,Enfoque en recuperación muscular
THIBAUD VERLINDEN,114,390,4.8,3635,Alto carbohidrato para rendimiento
ADAM SØRENSEN,135,249,3.7,3951,Plan mediterráneo adaptado
JOSÉ GRAGERA,175,344,4.6,3935,"Alta proteína, moderado carbohidrato"
SERGIO CARRASCO,172,312,2.7,3064,"Alta proteína, moderado carbohidrato"
ÁLVARO TEJERO,129,327,3.1,2995,"Alta proteína, moderado carbohidrato"
CAIO VINICIUS,150,239,4.9,2912,Alto carbohidrato para rendimiento
MANUEL AKANJI,85,384,4.7,3852,Alto carbohidrato para rendimiento
ALI SOWE,153,253,4.0,3711,Alto carbohidrato para rendimiento
CHÉ ADAMS,151,394,3.4,2812,Enfoque en recuperación muscular
ABDULLAH AL-SALEM,178,360,3.4,3730,Plan mediterráneo adaptado
DIES JANSE,108,263,4.9,2665,Alto carbohidrato para rendimiento
KEVIN STÖGER,106,326,3.2,3319,Enfoque en recuperación muscular
MERT YILMAZ,102,279,3.9,2575,Plan mediterráneo adaptado
GIANLUCA GAETANO,155,312,2.8,3318,"Alta proteína, moderado carbohidrato"
OKAY YOKUŞLU,89,253,3.5,3915,Equilibrado en macronutrientes
VEBJØRN HOFF,199,200,2.6,3125,"Alta proteína, moderado carbohidrato"
JARRAD BRANTHWAITE,85,246,4.2,2792,Enfoque en recuperación muscular
TIQUINHO SOARES,167,367,3.7,2526,Plan mediterráneo adaptado
NICOLAS JANVIER,119,221,4.0,3628,Alto carbohidrato para rendimiento
NAWAF AL-BOUSHAL,108,224,2.6,2583,"Alta proteína, moderado carbohidrato"
MICHAEL KAYODE,133,215,2.8,3471,Equilibrado en macronutrientes
JAN BEDNAREK,138,293,4.7,3648,Alto carbohidrato para rendimiento
CHRISTIAN OLIVA,160,214,4.1,3090,Enfoque en recuperación muscular
JEFF EKHATOR,115,236,4.9,2864,Equilibrado en macronutrientes
LUCIANO CABRAL,153,309,3.7,2524,"Alta proteína, moderado carbohidrato"
NELSON ESPINOZA,130,303,4.4,3801,Alto carbohidrato para rendimiento
ANGELO FULGINI,172,247,3.0,3810,Alto carbohidrato para rendimiento
VLADAN KOVAČEVIĆ,155,228,3.7,3592,Alto carbohidrato para rendimiento
NICOLÒ ROVELLA,164,389,3.8,2893,Plan mediterráneo adaptado
MAXIMILIAN ARNOLD,119,339,3.6,2644,"Alta proteína, moderado carbohidrato"
RECEP NIYAZ,161,256,3.3,3184,"Alta proteína, moderado carbohidrato"
DANIEL FILA,116,229,3.9,2950,Enfoque en recuperación muscular
SIRO ROSANÉ,125,207,4.9,3496,"Alta proteína, moderado carbohidrato"
EMILIANO BERMÚDEZ,110,332,2.7,3578,Alto carbohidrato para rendimiento
TOMÁS JACOB,173,359,4.7,3084,Enfoque en recuperación muscular
GUILLERMO PACHECO,164,285,2.8,3888,Alto carbohidrato para rendimiento
LECHI SADULAEV,92,399,2.9,2749,Alto carbohidrato para rendimiento
FRANCK HONORAT,132,293,4.4,3396,Plan mediterráneo adaptado
KHYZYR APPAEV,143,341,2.8,3830,Plan mediterráneo adaptado
MATTIA LIBERALI,90,222,4.9,3814,Plan mediterráneo adaptado
ALISSON SAFIRA,157,251,3.0,3320,Equilibrado en macronutrientes
CARLOS MANÉ,124,369,2.7,3727,Alto carbohidrato para rendimiento
SANDER TANGVIK,130,416,4.1,3133,Enfoque en recuperación muscular
CÉSAR AZPILICUETA,160,263,3.5,3593,Plan mediterráneo adaptado
SANTERI HAARALA,140,252,2.7,2830,Plan mediterráneo adaptado
ERIK SCHOUTEN,81,340,4.8,2829,Equilibrado en macronutrientes
ANTHONY ELANGA,188,225,4.6,3712,Plan mediterráneo adaptado
CHISSUMBA,182,256,2.7,3837,Equilibrado en macronutrientes
GASTÓN COLMÁN,92,389,3.6,3336,Equilibrado en macronutrientes
THOMAS ISHERWOOD,178,377,4.0,2640,Equilibrado en macronutrientes
MAKSIM OSIPENKO,130,439,4.1,3895,"Alta proteína, moderado carbohidrato"
ESTÉBAN LEPAUL,139,365,2.6,3083,Alto carbohidrato para rendimiento
ETZAZ HUSSAIN,130,294,4.0,3042,Equilibrado en macronutrientes
MARIO BRICEÑO,151,442,2.7,3782,Enfoque en recuperación muscular
FLORIAN KRÜGER,183,213,4.4,2917,Equilibrado en macronutrientes
KRISTIJAN BISTROVIC,171,361,2.8,3936,Plan mediterráneo adaptado
VIKTOR GYÖKERES,196,393,4.0,3201,Equilibrado en macronutrientes
FERNANDO ZUQUI,195,434,3.2,2697,Enfoque en recuperación muscular
BEN CHILWELL,130,430,3.0,2552,"Alta proteína, moderado carbohidrato"
FELIPE CARBALLO,98,374,4.6,3689,Plan mediterráneo adaptado
FREDY MARTÍNEZ,196,415,4.1,2886,Equilibrado en macronutrientes
ARNE ØDEGÅRD,129,237,4.5,3107,Plan mediterráneo adaptado
AGUSTÍN SANT'ANNA,174,303,4.0,2767,Alto carbohidrato para rendimiento
KO ITAKURA,131,411,3.9,3403,"Alta proteína, moderado carbohidrato"
ANTON GAAEI,124,284,4.5,3845,Plan mediterráneo adaptado
ZDRAVKO DIMITROV,82,217,3.1,3692,"Alta proteína, moderado carbohidrato"
MOHAMMED ABDULRAHMAN,168,444,3.3,3349,Alto carbohidrato para rendimiento
DINIS PINTO,178,238,3.9,2825,Equilibrado en macronutrientes
JUAN CARLOS GAETE,105,408,4.9,3768,Alto carbohidrato para rendimiento
ASLAK FALCH,173,341,3.9,3425,Plan mediterráneo adaptado
GONÇALO MIGUEL,140,233,3.8,3641,Enfoque en recuperación muscular
OLIVER OLSEN,93,238,3.5,3127,"Alta proteína, moderado carbohidrato"
STIJE RESINK,187,239,4.4,3886,Enfoque en recuperación muscular
GUILLERMO COTUGNO,193,205,3.8,3194,Alto carbohidrato para rendimiento
IGNACIO PACHECO,90,220,3.8,2767,Plan mediterráneo adaptado
SERGIO ORTÍZ,114,274,3.6,2734,Alto carbohidrato para rendimiento
VICTOR EKSTRÖM,199,377,4.8,3219,Alto carbohidrato para rendimiento
ALONSO LÓPEZ,87,327,4.0,2873,Alto carbohidrato para rendimiento
MATÍAS CASTRO,102,380,3.2,3125,"Alta proteína, moderado carbohidrato"
RAMY BENSEBAINI,140,393,4.7,3992,"Alta proteína, moderado carbohidrato"
ELVIS HERNÁNDEZ,176,337,4.3,2726,Plan mediterráneo adaptado
IBRAHIM SALAH,88,322,3.6,3213,Enfoque en recuperación muscular
JAMES BREE,179,233,2.7,3644,Enfoque en recuperación muscular
LUCIANO JUBA,103,263,2.8,3671,Plan mediterráneo adaptado
SANTINO PRIMANTE,107,315,3.0,3059,Equilibrado en macronutrientes
MARIANO SANTIAGO,198,237,2.9,3960,Enfoque en recuperación muscular
CHERRION VALERIUS,157,313,3.2,2823,"Alta proteína, moderado carbohidrato"
ISSAHAKU FATAWU,118,368,3.8,3060,"Alta proteína, moderado carbohidrato"
TOM REYNERS,197,356,3.9,3065,Enfoque en recuperación muscular
ANDRÉS CHÁVEZ,117,258,3.6,3902,Equilibrado en macronutrientes
IGOR VUJACIC,101,307,3.6,2947,Alto carbohidrato para rendimiento
MATÍAS HERNÁNDEZ,199,358,3.2,3771,"Alta proteína, moderado carbohidrato"
FREDERIC ANANOU,146,430,4.0,3704,Enfoque en recuperación muscular
JORGE HENRÍQUEZ,154,412,2.9,3206,Plan mediterráneo adaptado
MATHIAS KJØLØ,121,323,3.9,2795,Plan mediterráneo adaptado
RAÚL BLANCO,195,275,3.1,3335,Enfoque en recuperación muscular
KINGSLEY SCHINDLER,84,238,4.5,3409,Alto carbohidrato para rendimiento
MATEO CASSIERRA,195,301,4.1,2816,Alto carbohidrato para rendimiento
MAURICIO ROLDÁN,89,431,4.0,3161,Plan mediterráneo adaptado
ENZO LE FÉE,134,302,4.8,3446,Alto carbohidrato para rendimiento
ÅKE ANDERSSON,167,267,3.1,2749,Alto carbohidrato para rendimiento
PAXTEN AARONSON,147,315,4.5,2690,Equilibrado en macronutrientes
ERIC BJÖRKANDER,174,262,3.3,3482,Equilibrado en macronutrientes
LUCAS VILLALBA,120,325,4.8,2829,"Alta proteína, moderado carbohidrato"
MITCHELL DIJKS,160,423,4.0,3920,Alto carbohidrato para rendimiento
HARRISON ARMSTRONG,192,207,2.6,3254,Equilibrado en macronutrientes
UFUK AKYOL,164,355,5.0,2519,Alto carbohidrato para rendimiento
FABRÍCIO GARCIA,97,367,4.0,3776,Plan mediterráneo adaptado
MUTALIP ALIBEKOV,143,419,3.0,3987,Equilibrado en macronutrientes
JOAQUIN SEYS,137,257,2.7,3176,"Alta proteína, moderado carbohidrato"
GONZALO PAZ,85,333,2.6,3829,"Alta proteína, moderado carbohidrato"
TOMAS CVANCARA,185,201,3.5,3720,Plan mediterráneo adaptado
MARIO GONZÁLEZ,87,255,3.1,3592,Enfoque en recuperación muscular
HELINHO,115,388,4.8,3740,Equilibrado en macronutrientes
BRENDAN CHARDONNET,121,209,3.1,3888,Enfoque en recuperación muscular
FALI CANDÉ,116,364,4.7,2899,Alto carbohidrato para rendimiento
MARKO BULAT,142,325,4.8,3734,Enfoque en recuperación muscular
JAMAL AMOFA,188,433,4.8,2928,Enfoque en recuperación muscular
FREDERIK RÖNNOW,97,355,4.5,3994,Alto carbohidrato para rendimiento
KIMMEN NENNESSON,139,420,2.7,3128,Equilibrado en macronutrientes
ZAIDU,165,375,4.6,3267,Alto carbohidrato para rendimiento
FRAN GARCÍA,144,329,4.8,3268,Equilibrado en macronutrientes
WILLIAM OSULA,188,205,5.0,3267,Enfoque en recuperación muscular
IBRAHIMA SORY BANGOURA,186,286,4.9,3042,Plan mediterráneo adaptado
MATHIAS SAUER,96,422,4.3,3213,Alto carbohidrato para rendimiento
IBRAHIM MOHANNASHI,158,304,3.4,3939,Alto carbohidrato para rendimiento
IGNACIO CHICCO,187,362,3.3,2897,"Alta proteína, moderado carbohidrato"
SHERALDO BECKER,140,338,3.9,2838,Equilibrado en macronutrientes
ULRIK SALTNES,129,266,3.7,2982,Plan mediterráneo adaptado
KEVIN BEHRENS,167,367,4.3,3627,Enfoque en recuperación muscular
AUGUST PRISKE,104,248,2.8,3866,Enfoque en recuperación muscular
WILLIAM DA ROCHA,150,311,4.0,2617,"Alta proteína, moderado carbohidrato"
DAVID HRNCAR,171,239,3.1,3052,Plan mediterráneo adaptado
MAURO COUTO,130,367,3.6,3471,Plan mediterráneo adaptado
RONALD ARAUJO,118,224,4.8,2832,Enfoque en recuperación muscular
ALAN EMPEREUR,133,316,2.9,2852,Alto carbohidrato para rendimiento
NICOLÁS MATAMOROS,151,223,4.5,2913,Enfoque en recuperación muscular
GUSTAV SVENSSON,91,375,5.0,3217,Equilibrado en macronutrientes
MATEUSZ KOWALSKI,139,235,4.2,3360,Plan mediterráneo adaptado
ANSELMO GARCÍA MACNULTY,180,326,3.9,2791,Plan mediterráneo adaptado
JULIAN BAAS,159,329,3.4,3177,Alto carbohidrato para rendimiento
JEPPE GRØNNING,91,410,4.8,3112,Equilibrado en macronutrientes
JAKE O'BRIEN,93,294,2.7,3128,Alto carbohidrato para rendimiento
CARL JOHANSSON,120,232,3.3,3897,Enfoque en recuperación muscular
IBRAHIMA NIANE,105,236,4.0,2682,Plan mediterráneo adaptado
IGNACIO DE ARRUABARRENA,98,346,3.0,2579,Plan mediterráneo adaptado
CRAIG GOODWIN,176,348,4.8,2899,"Alta proteína, moderado carbohidrato"
ABDULSAMET BURAK,169,310,2.8,2528,Equilibrado en macronutrientes
MELIH KABASAKAL,95,259,4.0,3769,"Alta proteína, moderado carbohidrato"
RODRIGO HERRERA,111,429,4.8,3744,Plan mediterráneo adaptado
PIETRO TERRACCIANO,149,398,3.1,3050,Alto carbohidrato para rendimiento
MURAT PALULI,144,406,4.1,3258,Alto carbohidrato para rendimiento
ABDULRAHMAN AL-SHAMMARI,194,348,3.4,3030,Plan mediterráneo adaptado
MARIANO MONLLOR,98,329,4.3,2839,Plan mediterráneo adaptado
ALI LAJAMI,182,301,3.8,2685,"Alta proteína, moderado carbohidrato"
DIEGO BUONANOTTE,103,248,3.0,2943,Plan mediterráneo adaptado
KOEN KOSTONS,174,442,3.1,2711,Plan mediterráneo adaptado
HIDDE JURJUS,148,214,3.2,3978,Plan mediterráneo adaptado
FELIPE TERESA,171,379,2.8,3213,Plan mediterráneo adaptado
EFE AKMAN,113,284,4.5,2581,Alto carbohidrato para rendimiento
ALIDU SEIDU,191,204,3.3,3930,Plan mediterráneo adaptado
TUNDE AKINSOLA,169,237,3.2,3130,Plan mediterráneo adaptado
KOKE,94,355,4.9,3185,Equilibrado en macronutrientes
GASTÓN VERÓN,84,431,4.3,2934,"Alta proteína, moderado carbohidrato"
RYAN YATES,193,203,4.7,3124,Enfoque en recuperación muscular
NIKITA CHERNOV,130,370,3.3,2754,Alto carbohidrato para rendimiento
NICO O'REILLY,94,280,4.2,3522,Plan mediterráneo adaptado
RAZHAB MAGOMEDOV,88,266,4.9,3857,Alto carbohidrato para rendimiento
ROMAN EVGENJEV,116,288,3.6,3697,"Alta proteína, moderado carbohidrato"
MAKSIM GLUSHENKOV,103,309,2.5,2760,Alto carbohidrato para rendimiento
TOM VAN DE LOOI,186,401,4.0,2541,Enfoque en recuperación muscular
LAUTARO MARTÍNEZ,139,236,3.3,3318,Plan mediterráneo adaptado
RHALDNEY,168,297,4.8,3179,Alto carbohidrato para rendimiento
NICK DOODEMAN,114,417,4.0,3047,Plan mediterráneo adaptado
MOHAMMED JAHFALI,158,287,2.9,3619,"Alta proteína, moderado carbohidrato"
JURRIEN TIMBER,165,420,2.5,3810,Enfoque en recuperación muscular
SIGURD KVILE,190,298,2.7,3736,Equilibrado en macronutrientes
PEDRO LIMA,116,252,3.1,3904,Plan mediterráneo adaptado
CLAUDIO TORRES,161,295,4.6,3889,"Alta proteína, moderado carbohidrato"
AMADOU HAIDARA,160,297,3.9,2731,Plan mediterráneo adaptado
AMATH NDIAYE,121,236,4.1,3971,Enfoque en recuperación muscular
MAURO MÉNDEZ,89,301,4.7,3896,Enfoque en recuperación muscular
FRANÇOIS KAMANO,167,447,2.9,3281,"Alta proteína, moderado carbohidrato"
HAMMAM AL-HAMMAMI,115,439,2.6,3154,Plan mediterráneo adaptado
GUILLERMO BURDISSO,96,389,4.7,3425,Equilibrado en macronutrientes
LUDVIG TIDSTRAND,122,340,3.8,3742,"Alta proteína, moderado carbohidrato"
PATRIK CARLGREN,177,261,3.6,3157,Enfoque en recuperación muscular
FEDERICO DAFONTE,189,433,4.6,2797,"Alta proteína, moderado carbohidrato"
BOJAN MIOVSKI,191,230,4.1,2743,Equilibrado en macronutrientes
ROBERT SANTOS,122,227,4.4,3668,"Alta proteína, moderado carbohidrato"
LUCAS DA CUNHA,101,226,4.1,2757,Alto carbohidrato para rendimiento
OTHMAN AL-OTHMAN,170,335,3.5,3944,Enfoque en recuperación muscular
EMERSONN,186,231,4.4,3828,Alto carbohidrato para rendimiento
ALBERTO CERRI,117,423,4.0,2853,Enfoque en recuperación muscular
FRANCISCO GONZÁLEZ,155,222,3.0,3481,"Alta proteína, moderado carbohidrato"
AARON STOCH RYDELL,169,361,3.0,2965,"Alta proteína, moderado carbohidrato"
ELIEDSON,166,283,2.6,3261,Plan mediterráneo adaptado
ÁLEX VALLE,186,382,3.1,2776,"Alta proteína, moderado carbohidrato"
TIAGO DJALÓ,194,375,3.0,2617,Plan mediterráneo adaptado
RYAN ALEBIOSU,192,374,5.0,2822,"Alta proteína, moderado carbohidrato"
KRISTIAN STRØMLAND LIEN,88,279,4.5,3442,Enfoque en recuperación muscular
MATHEUS MACHADO,174,260,2.6,3259,"Alta proteína, moderado carbohidrato"
CRISTHIAN OCAMPOS,98,381,4.5,3472,Plan mediterráneo adaptado
DANÍEL GUDJOHNSEN,157,284,4.4,2736,"Alta proteína, moderado carbohidrato"
VICTOR LINDELÖF,198,378,3.6,2778,Plan mediterráneo adaptado
SULTAN AL-SHEHRI,84,347,4.1,3691,Equilibrado en macronutrientes
ZIDANE IQBAL,145,424,4.3,3994,Alto carbohidrato para rendimiento
SIDIKI CHÉRIF,184,224,3.5,2682,Plan mediterráneo adaptado
ALEKSANDR CHERNIKOV,183,294,2.7,3295,Equilibrado en macronutrientes
MAX WATSON,161,415,3.7,3811,Alto carbohidrato para rendimiento
JUAN CRUZ ESQUIVEL,114,378,4.4,3384,Plan mediterráneo adaptado
JOSEPH BAFFOE,165,236,4.5,2577,Equilibrado en macronutrientes
JOÃO MENDES,147,442,3.2,2606,Alto carbohidrato para rendimiento
MARCOS ROJO,170,446,3.5,3024,Enfoque en recuperación muscular
İRFAN CAN KAHVECI,111,423,4.6,3339,Enfoque en recuperación muscular
IGOR CORONADO,92,340,3.5,3868,Enfoque en recuperación muscular
ROMANO POSTEMA,100,206,4.5,3176,"Alta proteína, moderado carbohidrato"
ANDREAS GIANNIOTIS,106,409,3.2,3067,Equilibrado en macronutrientes
ANDERS KLYNGE,149,286,4.7,3843,Alto carbohidrato para rendimiento
FERNANDO TOBIO,139,425,4.4,3705,Equilibrado en macronutrientes
KAIQUE ROCHA,189,445,3.4,3486,Enfoque en recuperación muscular
MOHAMMED AL-SHWIREKH,198,294,3.3,3480,Equilibrado en macronutrientes
WEVERSON,133,311,4.5,3247,Equilibrado en macronutrientes
AGUSTÍN IRAZOQUE,141,341,3.8,3764,Equilibrado en macronutrientes
GUSTAVO ALBARRACÍN,100,418,3.2,2675,Enfoque en recuperación muscular
SAMUEL ILING-JUNIOR,118,259,3.7,3839,Plan mediterráneo adaptado
HUGO ÁLVAREZ,148,411,5.0,3055,Alto carbohidrato para rendimiento
SAEED AL-HAMSL,141,313,4.9,2690,Equilibrado en macronutrientes
MAXIMILIANO URRUTI,144,276,2.9,3826,Enfoque en recuperación muscular
YAHYA SUNBUL,140,229,4.0,3530,"Alta proteína, moderado carbohidrato"
MIGUEL CRESPO,103,345,4.3,3431,Alto carbohidrato para rendimiento
JEFFREY SCHLUPP,155,224,3.5,3891,Alto carbohidrato para rendimiento
CALLUM MCCOWATT,158,366,2.7,2652,"Alta proteína, moderado carbohidrato"
WOLKE JANSSENS,86,440,3.4,3354,"Alta proteína, moderado carbohidrato"
ESTEBAN ROLÓN,199,387,4.9,3755,Enfoque en recuperación muscular
DEVYNE RENSCH,80,208,3.6,3019,Enfoque en recuperación muscular
MOHAMED ABDELMONEM,100,270,4.1,2822,Equilibrado en macronutrientes
EMAD QAYSI,133,263,4.0,3208,Alto carbohidrato para rendimiento
THOMAS MEUNIER,89,327,2.5,3925,Enfoque en recuperación muscular
FERNANDO MONETTI,96,428,3.0,3478,Equilibrado en macronutrientes
TONY MIETTINEN,198,306,4.4,2931,Plan mediterráneo adaptado
JAKOB TÅNNANDER,147,287,4.7,2712,Alto carbohidrato para rendimiento
FACUNDO MILÁN,137,292,3.1,3177,"Alta proteína, moderado carbohidrato"
DENNIS KAYGIN,80,209,2.7,3969,Alto carbohidrato para rendimiento
FELIPE ANDRADE,117,302,4.7,2687,Plan mediterráneo adaptado
PAUL HENNRICH,195,381,5.0,2922,Equilibrado en macronutrientes
FILIP OTTOSSON,112,323,4.3,3709,Alto carbohidrato para rendimiento
ANTE ERCEG,139,277,3.1,2804,Alto carbohidrato para rendimiento
BJÖRN KOPPLIN,131,250,4.5,2956,Plan mediterráneo adaptado
TOMÁS HÄNDEL,191,276,4.5,3442,Enfoque en recuperación muscular
JAN ZAMBUREK,181,211,2.9,3126,"Alta proteína, moderado carbohidrato"
ISAAC MÉNDEZ,88,217,2.5,3305,Plan mediterráneo adaptado
VLADISLAV TOROP,175,354,3.1,2909,Equilibrado en macronutrientes
MERT GÜNOK,131,441,3.4,3490,Alto carbohidrato para rendimiento
KOLBEINN THÓRDARSON,163,242,3.6,3757,Alto carbohidrato para rendimiento
JAIRO AMARO,144,444,2.5,3234,Plan mediterráneo adaptado
DANILO BOZA,118,330,3.3,3506,Plan mediterráneo adaptado
FELIPE MELO,181,430,3.9,3554,Plan mediterráneo adaptado
ANDRÉ LUIS,115,309,4.2,3542,Alto carbohidrato para rendimiento
KENNY TETE,189,293,3.8,2690,Equilibrado en macronutrientes
FACUNDO SILVESTRE,181,395,4.5,2674,"Alta proteína, moderado carbohidrato"
CASPER ØYVANN,164,219,2.9,2726,Plan mediterráneo adaptado
DALER KUZYAEV,191,242,4.8,3945,Plan mediterráneo adaptado
JOSÉ GALLEGOS,82,413,4.4,3284,Equilibrado en macronutrientes
ALEJANDRO HENRÍQUEZ,128,279,4.3,3718,Enfoque en recuperación muscular
MATHEUS ALEXANDRE,161,209,3.2,3277,Plan mediterráneo adaptado
RAFAEL HALLER,90,281,4.3,3903,"Alta proteína, moderado carbohidrato"
GAVI,138,202,3.5,2571,Equilibrado en macronutrientes
NAHUEL SUÁREZ,138,214,2.9,2714,Alto carbohidrato para rendimiento
AGOSTINO SPINA,104,284,4.8,3793,Alto carbohidrato para rendimiento
ISMAIL JAKOBS,175,243,3.5,3463,"Alta proteína, moderado carbohidrato"
BENOÎT BADIASHILE,111,271,4.4,2982,Plan mediterráneo adaptado
MICHEL-ANGE BALIKWISHA,108,386,4.4,3970,Equilibrado en macronutrientes
RODRIGO DE PAUL,160,431,3.8,2750,"Alta proteína, moderado carbohidrato"
RAPHAEL VEIGA,110,424,4.9,3668,Plan mediterráneo adaptado
AGUSTÍN MOLINA,159,261,4.5,2814,Plan mediterráneo adaptado
NICOLÁS PALAVECINO,168,358,3.2,3073,Plan mediterráneo adaptado
SEMM RENDERS,197,447,3.8,3362,Plan mediterráneo adaptado
ALBIN LOHIKANGAS,159,281,4.1,3464,Equilibrado en macronutrientes
TAHA ŞAHIN,168,311,3.8,2792,Alto carbohidrato para rendimiento
JORIS KRAMER,141,399,4.9,3039,Alto carbohidrato para rendimiento
GÖKDENIZ BAYRAKDAR,121,304,4.9,3607,Plan mediterráneo adaptado
LUCIANO COSENTINO,198,436,4.4,3122,"Alta proteína, moderado carbohidrato"
CALEBE,159,272,4.5,2862,"Alta proteína, moderado carbohidrato"
VITOR REIS,133,335,3.1,3397,"Alta proteína, moderado carbohidrato"
ABDÓN PRATS,148,421,3.2,2636,Equilibrado en macronutrientes
ANDERS CHRISTIANSEN,95,323,3.7,3149,Enfoque en recuperación muscular
EDUARDO MELO,130,224,3.7,3380,Equilibrado en macronutrientes
ANDREAS CORNELIUS,88,336,4.4,2952,Enfoque en recuperación muscular
MUSA QURBANLY,182,356,3.6,3540,Plan mediterráneo adaptado
ARTURO VIDAL,187,369,2.6,3116,Alto carbohidrato para rendimiento
FARID EL MELALI,86,207,4.3,3793,"Alta proteína, moderado carbohidrato"
KAJ SIERHUIS,82,445,3.3,2893,Enfoque en recuperación muscular
